,Price,Levy,Manufacturer,Model,Category,Leather interior,Fuel type,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags,Es_Turbo,Cilindrada,Antiguedad_Anios
8331,77775,1474.73,34,596,1,1,5,6200,6.0,2,2,2,0,2,12,1,3.0,9
8333,11604,2544.25,34,574,9,0,1,335000,5.0,2,2,4,0,12,6,1,2.7,26
8334,19416,531.0,22,617,9,1,5,143502,4.0,0,1,4,0,14,4,0,1.6,14
8335,1725,259.0,7,1448,3,1,2,133195,4.0,0,1,4,0,1,12,0,1.4,12
8336,20071,605.06,22,617,9,1,5,112000,4.0,2,1,4,0,7,12,0,1.8,13
8338,11917,6366.16,34,1226,9,1,0,210000,6.0,2,2,4,0,14,10,0,3.2,26
8339,15053,738.0,7,523,9,0,5,8960,4.0,2,1,4,0,14,10,1,1.4,9
8340,28852,1017.0,22,617,9,0,5,20000,4.0,2,1,4,0,1,12,0,2.0,9
8341,48998,765.0,22,1259,4,1,1,104667,4.0,0,1,4,0,7,4,0,2.0,11
8342,35962,640.0,22,1259,4,1,1,190000,4.0,0,1,4,0,7,4,0,2.0,13
8343,17876,1301.0,4,1497,4,1,5,62192,8.0,0,0,4,0,1,12,0,4.4,12
8344,13269,1018.0,22,806,9,1,4,406000,4.0,0,1,4,0,12,4,0,3.0,15
8345,33575,639.0,22,1389,4,1,1,87720,4.0,0,1,4,0,3,4,0,2.0,12
8346,8467,5594.79,34,583,9,1,0,224643,6.0,1,2,4,0,12,6,0,3.2,30
8347,31747,639.0,22,1259,4,1,1,20900,4.0,0,1,4,0,1,4,0,2.0,12
8348,23521,781.0,55,427,9,1,2,155000,4.0,0,1,4,0,1,10,0,2.5,14
8349,11133,1268.0,20,667,9,0,2,90000,4.0,2,1,4,1,14,2,0,1.5,14
8350,24148,900.0,22,1286,9,0,5,120000,4.0,0,1,4,0,2,10,0,2.4,11
8351,59834,690.0,20,471,9,1,5,3785,4.0,0,1,4,0,7,4,0,1.5,10
8352,8467,639.0,22,1286,9,1,4,583499,4.0,0,1,4,0,8,4,0,2.0,12
8353,10349,915.0,4,1477,4,1,1,0,6.0,0,0,4,0,1,0,0,3.0,12
8354,15994,919.0,4,1477,4,1,5,232789,6.0,0,0,4,0,7,12,0,3.0,14
8356,36865,639.0,22,1259,4,1,1,144009,4.0,0,1,4,0,12,4,0,2.0,12
8357,15053,781.0,7,523,9,0,5,37400,4.0,0,1,4,0,1,8,1,1.4,8
8358,15681,966.0,7,910,9,1,1,6500,14.0,0,1,4,0,14,8,0,2.0,17
8359,18817,1711.26,58,1107,9,1,5,138000,6.0,2,0,4,0,1,12,0,3.2,18
8360,36231,1091.0,22,808,10,1,1,182541,4.0,0,1,4,0,12,4,0,2.5,10
8361,1646,1750.0,55,821,4,1,2,269162,6.0,0,0,4,0,12,12,0,3.3,18
8362,23207,1172.0,39,1166,7,0,5,89000,6.0,0,1,4,0,7,12,0,3.5,15
8363,31047,919.0,4,1477,4,1,1,70994,6.0,0,0,4,0,1,0,0,3.0,14
8364,6899,1111.0,20,667,3,0,5,146000,4.0,0,1,4,1,14,2,0,1.3,14
8365,21768,707.0,51,1188,4,1,1,172392,4.0,0,1,4,0,14,4,0,2.0,15
8366,60213,1036.92,34,961,4,1,5,107329,6.0,2,0,4,0,7,12,0,3.5,12
8367,34419,730.0,51,239,4,1,5,18498,4.0,0,1,4,0,2,4,0,1.6,10
8369,31047,1053.0,34,587,9,1,1,132349,6.0,0,0,4,0,7,12,0,3.5,12
8371,23207,730.0,22,617,9,1,1,33017,4.0,0,1,4,0,14,4,0,1.6,10
8372,29793,1077.0,55,366,4,1,5,4330,4.0,0,1,4,0,14,12,0,2.0,7
8373,21395,629.0,22,834,3,1,1,170000,4.0,0,1,4,0,14,4,0,1.6,11
8374,60502,831.0,20,667,3,1,5,8000,4.0,0,1,4,0,1,4,0,1.5,8
8375,6899,1927.85,34,1251,0,0,5,202000,4.0,0,2,2,0,12,0,0,2.3,28
8376,46490,640.0,22,1259,4,1,1,90220,4.0,0,1,4,0,1,4,0,2.0,13
8377,5959,1282.0,27,1311,4,1,1,71168,4.0,0,1,4,0,1,4,0,2.0,19
8378,14122,707.0,22,1389,4,1,1,67630,4.0,0,1,4,0,12,4,0,2.0,15
8379,8154,919.0,4,1477,4,1,1,103458,6.0,0,0,4,0,14,0,0,3.0,14
8380,1490,586.0,30,403,3,1,2,174106,4.0,0,1,4,0,14,0,0,1.8,14
8381,19130,1669.96,34,557,9,1,1,270000,6.0,2,2,4,0,13,8,0,2.2,20
8382,8000,1111.0,55,1444,3,0,5,193000,4.0,3,0,4,1,15,2,0,1.3,14
8383,8467,765.0,22,1286,9,1,4,610412,4.0,0,1,4,0,8,4,0,2.0,11
8384,11917,639.0,22,1286,9,1,4,354648,4.0,0,1,4,0,12,4,0,2.0,12
8385,24148,392.1075,55,1124,9,1,5,47500,4.0,0,1,4,0,1,12,0,1.5,11
8387,21953,781.0,55,1174,4,0,5,109500,4.0,2,1,4,0,14,6,0,2.5,14
8388,15367,831.0,15,694,9,0,5,41000,4.0,0,1,4,0,14,6,0,1.6,9
8389,7213,481.0,22,1286,9,1,2,138459,4.0,0,1,4,0,12,0,0,2.0,9
8390,21012,585.0,55,1116,9,0,2,145600,4.0,0,1,4,0,1,0,0,1.8,13
8391,15681,891.0,22,1286,9,1,4,295970,4.0,0,1,4,0,12,4,0,2.0,10
8392,25089,2736.0,55,1394,4,1,5,123862,8.0,0,0,2,0,14,12,0,5.7,9
8393,51373,765.0,22,1259,4,1,1,63323,4.0,0,1,4,0,1,4,0,2.0,11
8394,10663,2970.48,34,1432,7,0,0,0,6.0,1,1,4,0,1,6,0,2.3,25
8395,16766,1266.0,22,784,1,1,5,114021,4.0,0,1,4,0,14,4,0,3.8,15
8396,40634,831.0,51,239,4,1,1,25758,4.0,0,1,4,0,3,4,0,1.6,9
8397,16308,2199.69,4,142,9,1,1,265000,5.0,2,2,4,0,1,8,1,2.5,22
8398,28391,640.0,22,1259,4,1,1,45881,4.0,0,1,4,0,14,4,0,2.0,13
8399,19500,1586.0,39,1462,4,1,5,145000,6.0,0,0,4,0,2,6,0,4.0,16
8400,5331,1927.51,20,513,4,0,5,30000,4.0,0,1,4,1,2,2,0,2.0,30
8402,13799,639.0,22,1286,9,1,4,185302,4.0,0,1,4,0,14,4,0,2.0,12
8403,6899,1307.0,8,54,9,1,5,139712,6.0,0,2,4,0,11,12,0,3.6,11
8404,23828,1324.0,22,784,9,1,5,238558,4.0,0,1,4,0,7,4,0,3.3,16
8406,62493,831.0,20,471,1,1,5,8520,4.0,0,1,4,0,11,4,0,1.5,8
8408,21326,586.0,30,403,3,1,2,95000,4.0,0,1,4,0,4,10,0,1.8,14
8409,7840,1849.64,52,707,9,0,5,174000,4.0,0,0,4,1,1,2,1,2.0,23
8410,11604,645.0,55,1116,3,1,2,287100,4.0,2,1,4,0,5,12,0,1.8,15
8411,13485,2188.59,37,1061,4,0,0,110500,4.0,0,0,4,1,7,4,0,2.4,20
8412,16618,531.0,22,617,9,1,5,115471,4.0,0,1,4,0,7,4,0,1.6,14
8413,1882,746.0,55,1116,9,1,2,142426,4.0,0,1,4,0,14,12,0,1.5,17
8415,54954,1091.0,7,849,9,1,5,63000,4.0,0,1,4,0,14,4,0,2.5,10
8416,11290,746.0,55,1116,9,0,2,237872,4.0,0,1,4,0,3,8,0,1.5,17
8417,22433,779.0,22,808,7,1,1,69315,4.0,0,1,4,0,1,4,0,2.5,13
8418,549,1017.0,22,617,9,1,5,21246,4.0,0,1,4,0,14,12,0,2.0,9
8419,54349,1017.0,20,471,9,1,5,16000,4.0,0,1,4,0,7,4,0,2.0,9
8422,1176,915.0,4,113,1,1,5,90029,6.0,0,2,2,0,7,12,0,3.0,12
8423,37291,749.0,26,485,4,1,5,84414,4.0,0,1,4,0,1,4,0,2.4,12
8424,9722,1030.0,39,1033,3,0,5,125000,3.0,0,1,4,1,12,2,0,1.2,12
8425,14426,1954.35,53,805,4,0,5,86000,6.0,0,0,4,0,1,8,0,2.7,20
8426,4200,1834.14,33,1007,9,0,5,160000,6.0,0,1,4,1,2,6,0,2.0,28
8427,13172,1653.98,15,1369,6,0,1,1500000,5.0,1,1,2,0,14,8,1,2.2,20
8428,9722,1292.0,29,1209,4,1,1,79496,6.0,0,1,4,0,1,12,0,3.0,10
8429,15681,1769.09,55,425,9,0,5,184000,4.0,0,1,4,0,1,6,0,2.4,20
8430,549,259.0,7,1448,3,1,2,138491,4.0,0,1,4,0,1,12,0,1.4,12
8431,15681,891.0,22,1286,9,1,4,258942,4.0,0,1,4,0,12,4,0,2.0,10
8432,8154,1686.18,40,269,9,0,5,225000,4.0,0,1,4,0,14,4,0,1.6,26
8433,12858,779.0,15,725,9,0,5,83718,4.0,0,1,4,0,14,0,0,2.5,13
8434,15367,503.0,55,1124,3,0,2,132462,4.0,3,1,4,0,14,7,0,1.5,14
8435,17876,697.0,58,866,9,1,5,71777,4.0,2,1,4,0,7,10,1,1.8,11
8436,22580,697.0,58,866,9,1,5,39000,4.0,2,1,4,0,11,6,1,1.8,11
8437,96071,1178.0,22,1259,4,1,1,5964,4.0,0,1,4,0,14,4,0,2.2,8
8438,9261,707.0,7,523,9,1,1,52715,4.0,0,1,4,0,7,4,0,2.0,15
8439,39829,505.0,15,725,9,1,2,39000,4.0,2,1,4,0,12,12,0,2.0,8
8440,19757,5223.48,37,544,7,0,5,176000,6.0,0,0,4,1,12,1,0,3.0,24
8441,11604,1017.0,22,1286,9,1,4,319682,4.0,0,1,4,0,8,4,0,2.0,9
8442,17249,584.0,58,1083,9,1,5,197600,4.0,2,1,4,0,7,10,1,1.8,12
8443,10000,988.0,39,1359,3,1,5,145000,5.0,3,1,4,1,12,2,0,1.5,19
8445,31248,765.0,22,1389,4,1,1,108505,4.0,0,1,4,0,7,4,0,2.0,11
8446,6586,1018.0,4,1477,4,1,5,117194,6.0,0,0,4,0,1,12,0,3.0,15
8447,10663,5505.71,34,583,9,1,5,139000,6.0,2,2,4,1,12,8,0,3.2,24
8448,7840,5402.47,52,926,9,0,5,209000,6.0,2,0,4,1,12,4,0,3.0,23
8449,14113,641.0,27,1045,9,1,5,55521,4.0,0,1,4,0,14,4,0,2.0,14
8450,11133,988.0,55,1116,9,0,2,107248,4.0,0,1,4,0,12,6,0,1.5,19
8451,36426,880.0,22,617,9,1,4,35643,4.0,0,1,4,0,14,4,0,1.6,8
8452,18817,609.0,55,425,9,1,2,35058,4.0,0,1,4,0,14,12,0,2.5,8
8453,11133,917.0,3,230,3,1,5,301707,6.0,0,0,4,0,7,0,0,3.0,13
8455,18500,919.0,22,806,9,1,4,226843,4.0,0,1,4,0,12,4,0,3.0,14
8457,10820,751.0,37,913,3,0,5,112221,4.0,0,1,4,0,2,10,0,2.4,13
8458,18503,781.0,15,725,9,0,4,137103,4.0,2,1,4,0,12,6,0,2.5,14
8461,706,1646.0,30,776,4,1,5,102907,8.0,0,0,4,0,1,0,0,4.6,11
8462,39201,586.0,34,47,9,1,5,74000,6.0,0,2,4,0,1,12,1,1.8,14
8466,4000,1525.74,58,1417,9,0,5,182000,4.0,1,1,4,0,2,0,0,1.8,32
8467,45674,833.0,25,1506,9,1,1,71309,4.0,0,1,4,0,14,4,0,2.2,11
8468,4300,1363.0,40,264,9,0,5,0,4.0,1,1,4,0,14,2,0,1.6,26
8469,19601,645.0,55,1116,3,0,5,137000,4.0,3,1,4,0,14,6,0,1.8,15
8470,549,1079.0,55,366,4,1,5,46733,4.0,0,1,4,0,12,12,0,2.0,8
8471,17562,1185.0,15,645,4,0,2,143000,4.0,0,0,4,0,1,12,0,2.5,17
8473,14959,642.0,7,1056,4,1,1,222303,4.0,0,1,4,0,12,4,0,2.0,14
8475,13172,473.0,14,119,1,1,5,25000,4.0,2,1,2,0,6,6,0,1.4,12
8476,17876,761.0,55,498,9,0,5,119000,4.0,0,1,4,0,12,6,0,1.8,16
8477,7840,2021.0,37,807,7,0,5,261000,4.0,2,0,4,1,1,2,0,2.4,23
8478,13956,781.0,7,523,9,0,5,0,4.0,0,1,4,0,1,0,0,1.4,8
8479,11604,1119.25,40,272,2,0,1,173000,4.0,1,1,4,0,2,2,0,1.7,19
8480,4077,753.0,0,1346,9,1,5,117874,4.0,0,1,4,0,1,12,0,2.4,14
8481,31361,397.0,55,1116,3,1,2,130000,4.0,0,1,4,0,14,8,0,1.8,10
8482,16935,584.0,22,617,9,0,5,105600,4.0,0,1,4,0,0,0,0,1.8,12
8483,11604,843.0,55,1116,3,0,2,95500,4.0,0,1,4,0,12,12,0,1.5,18
8484,13485,1141.0,55,425,9,1,2,0,4.0,2,1,4,0,14,12,0,2.4,17
8485,9252,765.0,22,1286,9,1,4,530660,4.0,0,1,4,0,8,4,0,2.0,11
8487,6272,779.0,6,232,9,1,5,196770,4.0,0,2,4,0,14,12,0,2.5,13
8488,19579,595.0,55,253,3,1,5,69000,4.0,0,1,4,0,14,4,0,1.5,11
8489,22825,642.0,7,975,9,1,5,114929,4.0,0,1,4,0,1,4,0,2.0,14
8490,27591,707.0,22,1389,4,1,1,68047,4.0,0,1,4,0,1,4,0,2.0,15
8491,32302,625.78,27,1311,4,0,5,77000,4.0,2,0,4,0,2,6,0,2.4,12
8492,34811,690.0,30,1203,4,1,2,0,6.0,0,1,4,0,7,12,0,3.5,10
8493,35902,777.0,22,808,7,1,1,169109,4.0,0,1,4,0,15,4,0,2.5,12
8494,13172,988.0,55,1122,3,1,5,269638,4.0,0,1,4,0,3,4,0,1.5,19
8495,24327,640.0,51,902,4,1,1,98895,4.0,0,1,4,0,14,4,0,2.0,13
8497,6895,1032.0,39,979,3,0,5,59847,4.0,0,1,4,1,10,2,0,1.2,14
8498,34406,891.0,22,1259,4,1,1,185011,4.0,0,1,4,0,14,4,0,2.0,10
8499,16480,528.0,22,617,9,1,5,140765,4.0,0,1,4,0,12,4,0,1.6,12
8500,19384,642.0,7,975,9,1,5,162069,4.0,0,1,4,0,12,4,0,2.0,14
8501,1568,1493.0,34,587,9,1,1,77205,6.0,0,2,4,0,7,12,0,3.5,10
8502,29793,1018.0,4,157,9,1,5,185000,6.0,2,0,4,0,1,12,0,3.0,15
8503,25089,730.0,51,239,4,1,5,13530,4.0,0,1,4,0,14,4,0,1.6,10
8504,3763,832.0,55,1348,4,1,5,64994,4.0,0,2,4,0,7,12,0,2.7,12
8505,32145,606.47,55,425,9,0,5,108000,8.0,2,2,4,0,14,12,0,2.5,11
8506,10036,1268.0,55,253,3,0,2,123000,4.0,0,1,4,1,1,2,0,1.5,14
8507,18983,642.0,51,902,4,1,1,167000,4.0,0,1,4,0,12,4,0,2.0,14
8508,48610,1053.0,34,587,9,1,5,142400,6.0,2,2,4,0,14,12,0,3.5,12
8509,3293,761.0,55,1116,3,1,2,159382,4.0,0,1,4,0,14,12,0,1.8,16
8510,28225,639.0,22,1259,4,1,1,39138,4.0,0,1,4,0,14,4,0,2.0,12
8511,15483,707.0,51,239,9,1,1,149720,4.0,0,1,4,0,14,4,0,2.0,15
8512,10349,1266.0,20,667,3,0,2,136000,4.0,3,1,4,1,12,6,0,1.5,12
8514,7997,1018.0,34,587,9,1,1,273186,6.0,0,2,4,0,14,12,0,3.0,15
8516,7683,1197.55,36,486,1,0,5,14900,4.0,2,1,2,1,15,4,0,1.6,20
8517,8467,639.0,22,1286,9,1,4,565573,4.0,0,1,4,0,8,4,0,2.0,12
8518,21953,3502.52,34,957,4,1,1,260000,6.0,2,0,5,0,3,12,1,3.2,21
8519,6586,4000.72,4,182,9,1,5,123456,8.0,0,2,4,0,12,0,0,4.4,24
8520,42334,956.33,3,225,9,1,5,79000,6.0,2,0,4,0,1,8,0,2.8,15
8521,49798,765.0,22,1259,4,1,1,93555,4.0,0,1,4,0,14,4,0,2.0,11
8522,18817,3432.46,15,1369,6,0,1,111111,6.0,1,2,4,0,2,2,1,2.5,28
8523,51965,891.0,22,1259,4,1,1,49515,4.0,0,1,4,0,14,4,0,2.0,10
8524,627,1368.0,20,471,3,0,5,3445,4.0,1,1,4,0,6,0,0,1.6,30
8525,6429,1438.0,40,481,2,0,1,215522,4.0,1,1,2,0,2,2,0,1.7,23
8526,5175,1211.0,34,334,9,1,5,108517,6.0,0,0,4,0,14,12,0,3.0,16
8527,7840,4673.3,4,185,9,1,5,0,8.0,0,2,4,0,6,6,0,3.0,31
8528,13172,843.0,55,1116,3,1,2,166800,4.0,3,1,4,0,12,8,0,1.5,18
8529,11917,531.0,22,1412,1,1,5,79000,4.0,2,1,2,0,12,10,1,1.6,14
8530,31047,919.0,4,1477,4,1,1,70994,6.0,0,0,4,0,1,0,0,3.0,14
8531,24004,862.0,22,808,7,1,1,72302,4.0,0,1,4,0,12,4,0,2.5,15
8532,1490,586.0,30,403,3,1,2,174106,4.0,0,1,4,0,14,0,0,1.8,14
8533,24327,769.0,22,1259,4,1,1,126799,4.0,0,1,4,0,12,4,0,2.2,15
8534,12544,639.0,15,698,3,0,5,156043,4.0,0,1,4,0,1,0,0,2.0,12
8535,30891,697.0,20,471,9,1,5,100658,4.0,0,1,4,0,12,4,0,1.8,11
8536,6500,1578.92,4,69,9,0,5,284000,4.0,1,2,4,0,1,2,0,1.8,29
8537,38574,639.0,4,148,9,1,5,124000,4.0,2,2,4,0,12,10,0,2.0,12
8538,50008,1086.0,26,800,4,1,5,105757,4.0,0,1,4,0,1,4,0,3.6,14
8539,10036,521.0,20,401,3,0,2,140000,4.0,1,1,2,0,1,10,0,1.4,15
8540,18503,781.0,58,1083,9,1,5,180000,4.0,2,1,4,0,12,8,0,2.5,14
8542,10349,892.54,55,1116,3,0,2,0,4.0,0,1,4,0,14,8,0,1.5,18
8543,4704,1928.11,55,1174,4,0,5,0,4.0,0,0,2,1,2,4,0,2.0,30
8545,50341,1017.0,22,1286,9,1,5,68009,4.0,0,1,4,0,1,4,0,2.0,9
8546,7056,1241.32,39,981,3,0,5,135000,4.0,0,1,4,0,12,2,0,1.2,22
8547,49864,1077.0,22,1389,4,1,1,66500,4.0,0,1,4,0,7,4,0,2.0,7
8548,6272,2399.56,58,1083,9,0,1,314000,2.0,1,1,4,0,12,2,1,1.9,26
8549,42171,831.0,51,239,4,1,5,67856,4.0,0,1,4,0,14,4,0,1.6,9
8550,39559,1091.0,22,808,7,1,1,94000,4.0,0,1,4,0,7,4,0,2.5,10
8551,21012,1077.0,55,366,4,1,5,19834,4.0,0,1,4,0,12,12,0,2.0,7
8552,32744,777.0,22,808,7,1,1,107483,4.0,0,1,4,0,12,4,0,2.5,12
8553,43278,1091.0,55,1174,4,0,5,78000,4.0,0,0,4,0,4,0,0,2.5,10
8554,44752,1091.0,7,849,9,1,5,120428,4.0,0,1,4,0,1,4,0,2.5,10
8555,29793,934.0,33,993,9,1,5,129600,4.0,2,1,4,0,7,9,0,2.5,11
8556,5802,1055.0,34,587,9,1,1,107800,6.0,0,2,4,0,7,12,0,3.5,13
8557,11604,583.0,22,617,9,1,5,51211,4.0,0,1,4,0,1,4,0,1.6,15
8558,549,1172.0,30,1197,4,1,5,181189,6.0,0,0,4,0,14,12,0,3.5,15
8559,6899,4443.73,4,1477,4,1,0,260000,6.0,0,0,4,0,14,6,0,3.0,24
8560,62722,1267.24,55,425,9,1,2,14000,6.0,2,0,4,0,2,12,0,2.4,8
8561,7840,1965.93,34,560,9,0,5,0,4.0,1,2,4,0,2,4,0,2.0,29
8562,29166,442.0,55,1116,3,0,2,95350,4.0,0,1,4,0,12,14,0,1.8,9
8563,40092,730.0,51,239,4,1,1,35163,4.0,0,1,4,0,11,4,0,1.6,10
8564,1568,1055.0,30,607,9,1,5,204874,6.0,0,1,4,0,14,12,0,3.5,13
8565,20005,531.0,22,617,9,1,5,155964,4.0,0,1,4,0,7,4,0,1.6,14
8566,52687,1055.0,55,821,4,1,5,62102,6.0,2,0,4,0,9,12,0,3.5,13
8567,6586,3539.89,58,1083,9,1,5,256000,6.0,2,1,4,0,7,12,0,2.8,24
8568,706,639.0,3,212,9,1,5,162032,4.0,0,1,4,0,1,0,0,2.0,12
8570,14831,609.0,20,667,3,1,5,109839,4.0,0,1,4,0,2,4,0,1.3,10
8571,23436,891.0,22,1286,9,1,4,88900,4.0,0,1,4,0,14,4,0,2.0,10
8572,20385,781.0,55,425,9,0,5,156800,4.0,2,1,4,0,6,8,0,2.5,14
8573,24148,986.0,30,816,9,1,2,93000,4.0,0,1,4,0,1,12,0,2.4,16
8574,3450,1399.0,30,1197,4,1,5,136542,6.0,0,1,4,0,2,0,0,3.5,16
8575,1333,777.0,39,251,9,1,5,27656,4.0,0,1,4,0,12,12,0,2.5,12
8576,18189,586.0,55,1116,9,0,2,112000,4.0,3,1,4,0,7,6,0,1.8,14
8577,784,2908.0,39,263,4,1,5,360059,8.0,0,1,4,0,1,12,0,5.6,18
8578,9408,2843.96,4,70,9,0,5,81000,4.0,2,2,4,1,2,6,0,1.9,22
8579,22649,642.0,51,902,4,1,1,140411,4.0,0,1,4,0,7,4,0,2.0,14
8580,12231,843.0,55,1116,9,0,2,244800,4.0,0,1,4,0,6,6,0,1.5,18
8581,14740,490.0,20,854,3,1,2,246574,4.0,3,1,4,0,0,6,0,1.3,15
8582,42692,640.0,51,1188,4,1,1,69415,4.0,0,1,4,0,14,4,0,2.0,13
8583,15053,639.0,22,617,3,1,5,46000,4.0,2,1,4,0,1,12,0,2.0,12
8584,17900,645.0,55,1116,9,0,2,0,4.0,0,1,4,0,14,12,0,1.8,15
8587,9722,5794.53,34,955,4,1,5,215947,6.0,2,0,4,0,5,8,0,3.2,25
8588,862,891.0,15,725,9,1,5,145910,4.0,0,1,4,0,7,12,0,2.0,10
8589,5018,629.0,39,886,4,1,5,111402,4.0,0,0,4,0,1,0,0,1.6,11
8590,2437,1598.49,57,33,9,0,5,5200,1.0,1,2,2,0,14,10,0,0.6,52
8591,627,1018.0,34,334,9,1,5,144078,6.0,0,2,4,0,7,12,0,3.0,15
8592,9408,2347.08,4,86,9,1,0,215000,6.0,2,2,4,1,1,6,0,2.5,25
8593,21012,525.5,55,1116,3,0,5,125000,4.0,0,1,4,0,14,7,0,1.5,11
8594,9879,915.0,4,157,9,1,1,98368,6.0,0,0,4,0,14,12,0,3.0,12
8595,27284,1249.0,39,251,9,0,5,28800,4.0,0,1,4,0,14,10,0,2.5,9
8596,23521,777.0,55,425,9,1,5,97000,4.0,0,1,4,0,7,8,0,2.5,12
8597,1882,442.0,55,1116,9,1,2,47672,4.0,0,1,4,0,14,12,0,1.8,9
8598,9408,719.14,20,471,9,1,2,116000,4.0,3,1,4,0,2,6,0,1.3,18
8599,6586,1199.33,55,1444,9,0,5,163000,4.0,0,1,4,1,3,4,0,1.3,24
8600,9095,1953.15,20,513,4,0,5,2222,4.0,0,0,4,1,12,8,0,2.0,26
8602,862,1024.0,15,645,4,1,2,174926,4.0,0,1,4,0,7,0,0,2.5,16
8604,10036,2347.68,4,142,9,0,5,195000,6.0,2,2,4,1,12,8,0,2.5,25
8605,14113,779.0,58,866,9,1,5,89600,4.0,2,1,4,0,7,8,0,2.5,13
8606,5645,382.0,15,725,9,1,2,147885,4.0,0,1,4,0,7,12,0,2.0,11
8607,5018,1266.62,52,850,3,0,5,147000,4.0,0,1,4,1,2,0,0,1.5,24
8608,45872,690.0,20,667,3,1,5,35934,4.0,0,1,4,0,1,4,0,1.5,10
8609,10032,1276.45,58,414,2,0,1,240000,4.0,1,2,4,0,14,2,1,2.0,19
8610,1490,1360.0,30,777,4,1,5,154115,8.0,0,0,4,0,1,0,0,4.6,13
8612,13808,583.0,22,617,9,1,5,52274,4.0,0,1,4,0,14,4,0,1.6,15
8613,9400,3900.86,4,148,9,1,4,0,6.0,2,2,4,0,1,6,1,2.8,26
8614,7213,1367.25,40,264,3,0,4,160000,4.0,1,1,4,0,2,2,0,1.6,28
8615,21953,707.0,22,1259,4,1,1,166401,4.0,0,1,4,0,7,4,0,2.0,15
8616,15994,1405.0,4,148,9,1,5,184000,6.0,2,2,4,0,12,12,0,3.0,17
8617,84675,798.0,34,949,4,1,1,110000,4.0,2,0,4,0,14,12,0,2.1,11
8618,1803,640.0,52,1511,9,1,5,333208,4.0,0,0,4,0,7,0,0,2.0,13
8619,23521,629.0,39,889,4,0,5,46000,4.0,1,1,4,0,1,8,1,1.6,11
8620,83107,1292.0,29,551,4,1,1,83000,6.0,2,0,4,0,3,12,1,3.0,10
8621,11290,4443.73,4,151,9,1,5,270000,6.0,2,2,4,0,12,6,0,3.0,24
8622,9722,609.0,55,425,9,1,2,127515,4.0,0,1,4,0,1,12,0,2.5,8
8623,14740,753.0,27,1045,9,0,5,148000,6.0,2,1,4,0,1,0,0,2.4,14
8624,10976,4193.45,39,1462,4,0,5,94000,6.0,1,0,4,0,12,4,0,3.3,24
8625,15053,645.0,7,523,9,0,5,108000,4.0,2,1,4,0,14,4,0,1.8,15
8626,6115,1095.0,7,446,4,1,1,48939,4.0,0,1,4,0,1,4,0,2.0,18
8627,32302,917.0,4,157,9,1,5,65600,6.0,2,2,4,0,7,12,1,3.0,13
8628,862,1024.0,15,645,4,1,2,174926,4.0,0,1,4,0,7,0,0,2.5,16
8630,10349,2740.68,34,315,9,0,1,250000,1.0,2,2,4,0,2,4,1,2.2,25
8632,5175,749.0,22,1286,9,1,5,59744,4.0,0,1,4,0,12,12,0,2.4,12
8633,8781,2055.64,34,307,2,0,5,0,6.0,1,2,4,0,12,8,0,1.8,28
8634,21326,749.68,58,870,9,1,5,135000,4.0,2,1,4,0,12,10,1,2.0,11
8635,15464,530.0,7,289,3,1,5,134372,4.0,0,1,4,0,7,4,0,1.6,13
8636,10976,6178.6,34,955,4,1,4,184000,6.0,0,0,4,0,12,8,0,3.2,27
8637,25889,642.0,22,1389,4,1,1,125000,4.0,0,1,4,0,12,4,0,2.0,14
8639,23389,833.0,7,446,4,1,1,68000,4.0,0,1,4,0,12,4,0,2.2,11
8640,19757,891.0,15,698,9,0,5,32960,4.0,0,1,4,0,12,8,0,2.0,10
8641,26657,2363.0,29,1213,4,1,5,170000,8.0,2,0,4,0,1,12,0,4.2,18
8642,12858,585.0,22,923,9,0,5,62000,4.0,0,1,4,0,14,8,0,1.8,13
8643,6272,2196.96,37,1075,4,0,5,0,6.0,0,0,4,0,14,2,0,1.8,26
8644,69935,1646.0,30,777,4,1,5,273493,8.0,0,0,4,0,12,0,0,4.6,11
8645,45473,765.0,4,1475,4,1,5,60400,4.0,2,2,4,0,3,12,1,2.0,11
8647,21326,585.0,55,1116,9,0,2,89000,4.0,3,1,4,0,14,8,0,1.8,13
8648,8467,2577.32,39,1269,7,0,5,111111,4.0,3,1,4,1,14,4,0,2.0,23
8650,2430,753.0,7,642,4,1,5,254838,4.0,0,0,4,0,14,12,0,2.4,14
8651,18189,548.9,20,683,3,0,2,118000,4.0,2,1,4,1,14,6,0,1.5,14
8652,25810,697.0,22,1259,4,1,1,187274,4.0,0,1,4,0,1,4,0,2.2,14
8653,40926,765.0,22,1286,9,1,5,25787,4.0,0,1,4,0,14,4,0,2.0,11
8655,8467,585.0,7,523,9,0,5,145000,4.0,1,1,4,0,2,4,0,1.8,13
8656,4234,2116.82,59,359,1,1,5,205000,5.0,1,1,2,1,7,8,1,2.4,25
8658,7213,1436.62,15,1375,2,0,1,400000,4.0,1,1,4,0,14,2,1,1.8,20
8659,14583,919.0,4,1477,4,1,1,229966,6.0,0,0,4,0,1,0,0,3.0,14
8660,58579,971.0,22,1259,4,1,1,111648,4.0,0,1,4,0,7,4,0,2.2,10
8661,12858,761.0,55,1116,9,0,5,131000,4.0,0,1,4,0,5,0,0,1.8,16
8662,17249,1058.0,23,865,4,1,5,112000,6.0,0,1,4,0,1,10,0,3.5,14
